iso2,iso3,year,cases,case_type,sex,age_group,country
AF,AFG,1997,36,new_sp,f,2534,Afghanistan
AF,AFG,1998,419,new_sp,f,2534,Afghanistan
AF,AFG,1999,160,new_sp,f,2534,Afghanistan
IN,IND,1995,169,new_sp,f,2534,India
IN,IND,1996,571,new_sp,f,2534,India
IN,IND,1997,799,new_sp,f,2534,India
IN,IND,1998,1121,new_sp,f,2534,India
IN,IND,1999,4848,new_sp,f,2534,India
NO,NOR,1995,7,new_sp,f,2534,Norway
NO,NOR,1996,10,new_sp,f,2534,Norway
NO,NOR,1997,4,new_sp,f,2534,Norway
NO,NOR,1998,2,new_sp,f,2534,Norway
NO,NOR,1999,2,new_sp,f,2534,Norway
IN,IND,2000,17287,new_sp,f,2534,India
NO,NOR,2000,1,new_sp,f,2534,Norway
AF,AFG,2000,565,new_sp,f,2534,Afghanistan
AF,AFG,2001,888,new_sp,f,2534,Afghanistan
AF,AFG,2002,1251,new_sp,f,2534,Afghanistan
AF,AFG,2003,1287,new_sp,f,2534,Afghanistan
AF,AFG,2004,1561,new_sp,f,2534,Afghanistan
AF,AFG,2005,1959,new_sp,f,2534,Afghanistan
AF,AFG,2006,2340,new_sp,f,2534,Afghanistan
AF,AFG,2007,2357,new_sp,f,2534,Afghanistan
AF,AFG,2008,2449,new_sp,f,2534,Afghanistan
AF,AFG,2009,2186,new_sp,f,2534,Afghanistan
AF,AFG,2010,2263,new_sp,f,2534,Afghanistan
AF,AFG,2011,2325,new_sp,f,2534,Afghanistan
AF,AFG,2012,2204,new_sp,f,2534,Afghanistan
IN,IND,2000,17287,new_sp,f,2534,India
IN,IND,2001,16743,new_sp,f,2534,India
IN,IND,2002,31946,new_sp,f,2534,India
IN,IND,2003,36317,new_sp,f,2534,India
IN,IND,2004,42808,new_sp,f,2534,India
IN,IND,2005,45629,new_sp,f,2534,India
IN,IND,2006,47420,new_sp,f,2534,India
IN,IND,2007,49519,new_sp,f,2534,India
IN,IND,2008,49887,new_sp,f,2534,India
IN,IND,2009,49747,new_sp,f,2534,India
IN,IND,2010,49425,new_sp,f,2534,India
IN,IND,2011,49227,new_sp,f,2534,India
IN,IND,2012,47511,new_sp,f,2534,India
NO,NOR,2000,1,new_sp,f,2534,Norway
NO,NOR,2001,9,new_sp,f,2534,Norway
NO,NOR,2002,5,new_sp,f,2534,Norway
NO,NOR,2003,9,new_sp,f,2534,Norway
NO,NOR,2004,8,new_sp,f,2534,Norway
NO,NOR,2005,7,new_sp,f,2534,Norway
NO,NOR,2006,5,new_sp,f,2534,Norway
NO,NOR,2007,2,new_sp,f,2534,Norway
NO,NOR,2008,6,new_sp,f,2534,Norway
NO,NOR,2009,5,new_sp,f,2534,Norway
NO,NOR,2010,7,new_sp,f,2534,Norway
NO,NOR,2011,7,new_sp,f,2534,Norway
NO,NOR,2012,8,new_sp,f,2534,Norway
AF,AFG,1997,14,new_sp,f,3544,Afghanistan
AF,AFG,1998,194,new_sp,f,3544,Afghanistan
AF,AFG,1999,110,new_sp,f,3544,Afghanistan
IN,IND,1995,80,new_sp,f,3544,India
IN,IND,1996,281,new_sp,f,3544,India
IN,IND,1997,369,new_sp,f,3544,India
IN,IND,1998,670,new_sp,f,3544,India
IN,IND,1999,2773,new_sp,f,3544,India
NO,NOR,1995,2,new_sp,f,3544,Norway
NO,NOR,1996,5,new_sp,f,3544,Norway
NO,NOR,1997,8,new_sp,f,3544,Norway
NO,NOR,1998,3,new_sp,f,3544,Norway
NO,NOR,1999,2,new_sp,f,3544,Norway
IN,IND,2000,11768,new_sp,f,3544,India
AF,AFG,2000,339,new_sp,f,3544,Afghanistan
AF,AFG,2001,586,new_sp,f,3544,Afghanistan
AF,AFG,2002,792,new_sp,f,3544,Afghanistan
AF,AFG,2003,814,new_sp,f,3544,Afghanistan
AF,AFG,2004,1096,new_sp,f,3544,Afghanistan
AF,AFG,2005,1302,new_sp,f,3544,Afghanistan
AF,AFG,2006,1654,new_sp,f,3544,Afghanistan
AF,AFG,2007,1708,new_sp,f,3544,Afghanistan
AF,AFG,2008,1614,new_sp,f,3544,Afghanistan
AF,AFG,2009,1541,new_sp,f,3544,Afghanistan
AF,AFG,2010,1455,new_sp,f,3544,Afghanistan
AF,AFG,2011,1564,new_sp,f,3544,Afghanistan
AF,AFG,2012,1482,new_sp,f,3544,Afghanistan
IN,IND,2000,11768,new_sp,f,3544,India
IN,IND,2001,10103,new_sp,f,3544,India
IN,IND,2002,21378,new_sp,f,3544,India
IN,IND,2003,23320,new_sp,f,3544,India
IN,IND,2004,27000,new_sp,f,3544,India
IN,IND,2005,28577,new_sp,f,3544,India
IN,IND,2006,31128,new_sp,f,3544,India
IN,IND,2007,32407,new_sp,f,3544,India
IN,IND,2008,33664,new_sp,f,3544,India
IN,IND,2009,33754,new_sp,f,3544,India
IN,IND,2010,34035,new_sp,f,3544,India
IN,IND,2011,34698,new_sp,f,3544,India
IN,IND,2012,33378,new_sp,f,3544,India
NO,NOR,2001,1,new_sp,f,3544,Norway
NO,NOR,2002,1,new_sp,f,3544,Norway
NO,NOR,2003,4,new_sp,f,3544,Norway
NO,NOR,2004,4,new_sp,f,3544,Norway
NO,NOR,2005,2,new_sp,f,3544,Norway
NO,NOR,2006,2,new_sp,f,3544,Norway
NO,NOR,2007,5,new_sp,f,3544,Norway
NO,NOR,2008,4,new_sp,f,3544,Norway
NO,NOR,2009,4,new_sp,f,3544,Norway
NO,NOR,2010,3,new_sp,f,3544,Norway
NO,NOR,2011,0,new_sp,f,3544,Norway
NO,NOR,2012,1,new_sp,f,3544,Norway
AF,AFG,1997,8,new_sp,f,4554,Afghanistan
AF,AFG,1998,118,new_sp,f,4554,Afghanistan
AF,AFG,1999,50,new_sp,f,4554,Afghanistan
IN,IND,1995,49,new_sp,f,4554,India
IN,IND,1996,167,new_sp,f,4554,India
IN,IND,1997,187,new_sp,f,4554,India
IN,IND,1998,349,new_sp,f,4554,India
IN,IND,1999,1504,new_sp,f,4554,India
NO,NOR,1995,0,new_sp,f,4554,Norway
NO,NOR,1996,2,new_sp,f,4554,Norway
NO,NOR,1997,4,new_sp,f,4554,Norway
NO,NOR,1998,1,new_sp,f,4554,Norway
NO,NOR,1999,0,new_sp,f,4554,Norway
IN,IND,2000,7516,new_sp,f,4554,India
AF,AFG,2000,205,new_sp,f,4554,Afghanistan
AF,AFG,2001,375,new_sp,f,4554,Afghanistan
AF,AFG,2002,526,new_sp,f,4554,Afghanistan
AF,AFG,2003,462,new_sp,f,4554,Afghanistan
AF,AFG,2004,645,new_sp,f,4554,Afghanistan
AF,AFG,2005,869,new_sp,f,4554,Afghanistan
AF,AFG,2006,1006,new_sp,f,4554,Afghanistan
AF,AFG,2007,1143,new_sp,f,4554,Afghanistan
AF,AFG,2008,1149,new_sp,f,4554,Afghanistan
AF,AFG,2009,1014,new_sp,f,4554,Afghanistan
AF,AFG,2010,1112,new_sp,f,4554,Afghanistan
AF,AFG,2011,1146,new_sp,f,4554,Afghanistan
AF,AFG,2012,1150,new_sp,f,4554,Afghanistan
IN,IND,2000,7516,new_sp,f,4554,India
IN,IND,2001,5633,new_sp,f,4554,India
IN,IND,2002,13233,new_sp,f,4554,India
IN,IND,2003,14055,new_sp,f,4554,India
IN,IND,2004,16121,new_sp,f,4554,India
IN,IND,2005,17042,new_sp,f,4554,India
IN,IND,2006,18870,new_sp,f,4554,India
IN,IND,2007,20316,new_sp,f,4554,India
IN,IND,2008,21486,new_sp,f,4554,India
IN,IND,2009,22032,new_sp,f,4554,India
IN,IND,2010,22719,new_sp,f,4554,India
IN,IND,2011,23977,new_sp,f,4554,India
IN,IND,2012,23267,new_sp,f,4554,India
NO,NOR,2001,1,new_sp,f,4554,Norway
NO,NOR,2002,2,new_sp,f,4554,Norway
NO,NOR,2003,2,new_sp,f,4554,Norway
NO,NOR,2004,2,new_sp,f,4554,Norway
NO,NOR,2005,1,new_sp,f,4554,Norway
NO,NOR,2006,2,new_sp,f,4554,Norway
NO,NOR,2007,1,new_sp,f,4554,Norway
NO,NOR,2008,0,new_sp,f,4554,Norway
NO,NOR,2009,1,new_sp,f,4554,Norway
NO,NOR,2010,2,new_sp,f,4554,Norway
NO,NOR,2011,1,new_sp,f,4554,Norway
NO,NOR,2012,4,new_sp,f,4554,Norway
AF,AFG,1997,0,new_sp,f,5564,Afghanistan
AF,AFG,1998,61,new_sp,f,5564,Afghanistan
AF,AFG,1999,25,new_sp,f,5564,Afghanistan
IN,IND,1995,30,new_sp,f,5564,India
IN,IND,1996,103,new_sp,f,5564,India
IN,IND,1997,102,new_sp,f,5564,India
IN,IND,1998,200,new_sp,f,5564,India
IN,IND,1999,898,new_sp,f,5564,India
NO,NOR,1995,3,new_sp,f,5564,Norway
NO,NOR,1996,0,new_sp,f,5564,Norway
NO,NOR,1997,2,new_sp,f,5564,Norway
NO,NOR,1998,2,new_sp,f,5564,Norway
NO,NOR,1999,0,new_sp,f,5564,Norway
IN,IND,2000,4594,new_sp,f,5564,India
NO,NOR,2000,2,new_sp,f,5564,Norway
AF,AFG,2000,99,new_sp,f,5564,Afghanistan
AF,AFG,2001,179,new_sp,f,5564,Afghanistan
AF,AFG,2002,320,new_sp,f,5564,Afghanistan
AF,AFG,2003,305,new_sp,f,5564,Afghanistan
AF,AFG,2004,413,new_sp,f,5564,Afghanistan
AF,AFG,2005,471,new_sp,f,5564,Afghanistan
AF,AFG,2006,630,new_sp,f,5564,Afghanistan
AF,AFG,2007,771,new_sp,f,5564,Afghanistan
AF,AFG,2008,817,new_sp,f,5564,Afghanistan
AF,AFG,2009,764,new_sp,f,5564,Afghanistan
AF,AFG,2010,831,new_sp,f,5564,Afghanistan
AF,AFG,2011,903,new_sp,f,5564,Afghanistan
AF,AFG,2012,850,new_sp,f,5564,Afghanistan
IN,IND,2000,4594,new_sp,f,5564,India
IN,IND,2001,3353,new_sp,f,5564,India
IN,IND,2002,7636,new_sp,f,5564,India
IN,IND,2003,8322,new_sp,f,5564,India
IN,IND,2004,9705,new_sp,f,5564,India
IN,IND,2005,10513,new_sp,f,5564,India
IN,IND,2006,11752,new_sp,f,5564,India
IN,IND,2007,13195,new_sp,f,5564,India
IN,IND,2008,14407,new_sp,f,5564,India
IN,IND,2009,14929,new_sp,f,5564,India
IN,IND,2010,15527,new_sp,f,5564,India
IN,IND,2011,17182,new_sp,f,5564,India
IN,IND,2012,17300,new_sp,f,5564,India
NO,NOR,2000,2,new_sp,f,5564,Norway
NO,NOR,2001,2,new_sp,f,5564,Norway
NO,NOR,2002,0,new_sp,f,5564,Norway
NO,NOR,2003,0,new_sp,f,5564,Norway
NO,NOR,2004,1,new_sp,f,5564,Norway
NO,NOR,2005,0,new_sp,f,5564,Norway
NO,NOR,2006,1,new_sp,f,5564,Norway
NO,NOR,2008,1,new_sp,f,5564,Norway
NO,NOR,2009,1,new_sp,f,5564,Norway
NO,NOR,2010,0,new_sp,f,5564,Norway
NO,NOR,2011,0,new_sp,f,5564,Norway
NO,NOR,2012,1,new_sp,f,5564,Norway
AF,AFG,1997,1,new_sp,f,65,Afghanistan
AF,AFG,1998,20,new_sp,f,65,Afghanistan
AF,AFG,1999,8,new_sp,f,65,Afghanistan
IN,IND,1995,11,new_sp,f,65,India
IN,IND,1996,42,new_sp,f,65,India
IN,IND,1997,54,new_sp,f,65,India
IN,IND,1998,102,new_sp,f,65,India
IN,IND,1999,436,new_sp,f,65,India
NO,NOR,1995,8,new_sp,f,65,Norway
NO,NOR,1996,17,new_sp,f,65,Norway
NO,NOR,1997,18,new_sp,f,65,Norway
NO,NOR,1998,5,new_sp,f,65,Norway
NO,NOR,1999,0,new_sp,f,65,Norway
IN,IND,2000,2697,new_sp,f,65,India
NO,NOR,2000,5,new_sp,f,65,Norway
AF,AFG,2000,36,new_sp,f,65,Afghanistan
AF,AFG,2001,89,new_sp,f,65,Afghanistan
AF,AFG,2002,218,new_sp,f,65,Afghanistan
AF,AFG,2003,158,new_sp,f,65,Afghanistan
AF,AFG,2004,256,new_sp,f,65,Afghanistan
AF,AFG,2005,246,new_sp,f,65,Afghanistan
AF,AFG,2006,309,new_sp,f,65,Afghanistan
AF,AFG,2007,353,new_sp,f,65,Afghanistan
AF,AFG,2008,364,new_sp,f,65,Afghanistan
AF,AFG,2009,419,new_sp,f,65,Afghanistan
AF,AFG,2010,488,new_sp,f,65,Afghanistan
AF,AFG,2011,535,new_sp,f,65,Afghanistan
AF,AFG,2012,505,new_sp,f,65,Afghanistan
IN,IND,2000,2697,new_sp,f,65,India
IN,IND,2001,1526,new_sp,f,65,India
IN,IND,2002,3814,new_sp,f,65,India
IN,IND,2003,3985,new_sp,f,65,India
IN,IND,2004,5016,new_sp,f,65,India
IN,IND,2005,5408,new_sp,f,65,India
IN,IND,2006,6417,new_sp,f,65,India
IN,IND,2007,7395,new_sp,f,65,India
IN,IND,2008,8357,new_sp,f,65,India
IN,IND,2009,8944,new_sp,f,65,India
IN,IND,2010,9735,new_sp,f,65,India
IN,IND,2011,10731,new_sp,f,65,India
IN,IND,2012,10502,new_sp,f,65,India
NO,NOR,2000,5,new_sp,f,65,Norway
NO,NOR,2001,4,new_sp,f,65,Norway
NO,NOR,2002,2,new_sp,f,65,Norway
NO,NOR,2003,1,new_sp,f,65,Norway
NO,NOR,2004,6,new_sp,f,65,Norway
NO,NOR,2005,3,new_sp,f,65,Norway
NO,NOR,2006,3,new_sp,f,65,Norway
NO,NOR,2007,1,new_sp,f,65,Norway
NO,NOR,2008,6,new_sp,f,65,Norway
NO,NOR,2009,3,new_sp,f,65,Norway
NO,NOR,2010,1,new_sp,f,65,Norway
NO,NOR,2011,1,new_sp,f,65,Norway
NO,NOR,2012,1,new_sp,f,65,Norway
AF,AFG,2007,0,new_sn,m,014,Afghanistan
AF,AFG,2011,902,new_sn,m,014,Afghanistan
AF,AFG,2012,1265,new_sn,m,014,Afghanistan
NO,NOR,2006,6,new_sn,m,014,Norway
NO,NOR,2007,5,new_sn,m,014,Norway
NO,NOR,2008,1,new_sn,m,014,Norway
NO,NOR,2009,6,new_sn,m,014,Norway
NO,NOR,2010,4,new_sn,m,014,Norway
NO,NOR,2011,5,new_sn,m,014,Norway
NO,NOR,2012,5,new_sn,m,014,Norway
AF,AFG,2007,0,new_sn,m,1524,Afghanistan
NO,NOR,2006,11,new_sn,m,1524,Norway
NO,NOR,2007,14,new_sn,m,1524,Norway
NO,NOR,2008,14,new_sn,m,1524,Norway
NO,NOR,2009,24,new_sn,m,1524,Norway
NO,NOR,2010,15,new_sn,m,1524,Norway
NO,NOR,2011,23,new_sn,m,1524,Norway
NO,NOR,2012,25,new_sn,m,1524,Norway
AF,AFG,2007,0,new_sn,m,2534,Afghanistan
NO,NOR,2006,10,new_sn,m,2534,Norway
NO,NOR,2007,17,new_sn,m,2534,Norway
NO,NOR,2008,13,new_sn,m,2534,Norway
NO,NOR,2009,25,new_sn,m,2534,Norway
NO,NOR,2010,20,new_sn,m,2534,Norway
NO,NOR,2011,20,new_sn,m,2534,Norway
NO,NOR,2012,15,new_sn,m,2534,Norway
AF,AFG,2007,0,new_sn,m,3544,Afghanistan
IN,IND,2007,250051,new_sn,m,3544,India
NO,NOR,2006,9,new_sn,m,3544,Norway
NO,NOR,2007,16,new_sn,m,3544,Norway
NO,NOR,2008,3,new_sn,m,3544,Norway
NO,NOR,2009,9,new_sn,m,3544,Norway
NO,NOR,2010,10,new_sn,m,3544,Norway
NO,NOR,2011,10,new_sn,m,3544,Norway
NO,NOR,2012,10,new_sn,m,3544,Norway
AF,AFG,2007,0,new_sn,m,4554,Afghanistan
NO,NOR,2006,7,new_sn,m,4554,Norway
NO,NOR,2007,3,new_sn,m,4554,Norway
NO,NOR,2008,4,new_sn,m,4554,Norway
NO,NOR,2009,5,new_sn,m,4554,Norway
NO,NOR,2010,3,new_sn,m,4554,Norway
NO,NOR,2011,7,new_sn,m,4554,Norway
NO,NOR,2012,8,new_sn,m,4554,Norway
AF,AFG,2007,0,new_sn,m,5564,Afghanistan
NO,NOR,2006,6,new_sn,m,5564,Norway
NO,NOR,2007,3,new_sn,m,5564,Norway
NO,NOR,2008,2,new_sn,m,5564,Norway
NO,NOR,2009,4,new_sn,m,5564,Norway
NO,NOR,2010,2,new_sn,m,5564,Norway
NO,NOR,2011,4,new_sn,m,5564,Norway
NO,NOR,2012,5,new_sn,m,5564,Norway
AF,AFG,2007,0,new_sn,m,65,Afghanistan
NO,NOR,2006,14,new_sn,m,65,Norway
NO,NOR,2007,8,new_sn,m,65,Norway
NO,NOR,2008,8,new_sn,m,65,Norway
NO,NOR,2009,6,new_sn,m,65,Norway
NO,NOR,2010,7,new_sn,m,65,Norway
NO,NOR,2011,10,new_sn,m,65,Norway
NO,NOR,2012,7,new_sn,m,65,Norway
AF,AFG,2011,851,new_sn,f,014,Afghanistan
AF,AFG,2012,1190,new_sn,f,014,Afghanistan
NO,NOR,2006,8,new_sn,f,014,Norway
NO,NOR,2007,4,new_sn,f,014,Norway
NO,NOR,2008,6,new_sn,f,014,Norway
NO,NOR,2009,4,new_sn,f,014,Norway
NO,NOR,2010,1,new_sn,f,014,Norway
NO,NOR,2011,4,new_sn,f,014,Norway
NO,NOR,2012,5,new_sn,f,014,Norway
NO,NOR,2006,12,new_sn,f,1524,Norway
NO,NOR,2007,13,new_sn,f,1524,Norway
NO,NOR,2008,10,new_sn,f,1524,Norway
NO,NOR,2009,10,new_sn,f,1524,Norway
NO,NOR,2010,8,new_sn,f,1524,Norway
NO,NOR,2011,12,new_sn,f,1524,Norway
NO,NOR,2012,12,new_sn,f,1524,Norway
NO,NOR,2006,24,new_sn,f,2534,Norway
NO,NOR,2007,20,new_sn,f,2534,Norway
NO,NOR,2008,12,new_sn,f,2534,Norway
NO,NOR,2009,20,new_sn,f,2534,Norway
NO,NOR,2010,19,new_sn,f,2534,Norway
NO,NOR,2011,25,new_sn,f,2534,Norway
NO,NOR,2012,22,new_sn,f,2534,Norway
IN,IND,2007,148811,new_sn,f,3544,India
NO,NOR,2006,8,new_sn,f,3544,Norway
NO,NOR,2007,5,new_sn,f,3544,Norway
NO,NOR,2008,12,new_sn,f,3544,Norway
NO,NOR,2009,8,new_sn,f,3544,Norway
NO,NOR,2010,10,new_sn,f,3544,Norway
NO,NOR,2011,4,new_sn,f,3544,Norway
NO,NOR,2012,11,new_sn,f,3544,Norway
NO,NOR,2006,4,new_sn,f,4554,Norway
NO,NOR,2007,5,new_sn,f,4554,Norway
NO,NOR,2008,3,new_sn,f,4554,Norway
NO,NOR,2009,1,new_sn,f,4554,Norway
NO,NOR,2010,2,new_sn,f,4554,Norway
NO,NOR,2011,3,new_sn,f,4554,Norway
NO,NOR,2012,4,new_sn,f,4554,Norway
NO,NOR,2006,5,new_sn,f,5564,Norway
NO,NOR,2007,2,new_sn,f,5564,Norway
NO,NOR,2008,1,new_sn,f,5564,Norway
NO,NOR,2009,3,new_sn,f,5564,Norway
NO,NOR,2010,6,new_sn,f,5564,Norway
NO,NOR,2011,1,new_sn,f,5564,Norway
NO,NOR,2012,4,new_sn,f,5564,Norway
NO,NOR,2006,7,new_sn,f,65,Norway
NO,NOR,2007,13,new_sn,f,65,Norway
NO,NOR,2008,2,new_sn,f,65,Norway
NO,NOR,2009,4,new_sn,f,65,Norway
NO,NOR,2010,3,new_sn,f,65,Norway
NO,NOR,2011,4,new_sn,f,65,Norway
NO,NOR,2012,7,new_sn,f,65,Norway
AF,AFG,2007,0,new_ep,m,014,Afghanistan
NO,NOR,2006,2,new_ep,m,014,Norway
NO,NOR,2007,2,new_ep,m,014,Norway
NO,NOR,2008,7,new_ep,m,014,Norway
NO,NOR,2009,1,new_ep,m,014,Norway
NO,NOR,2010,2,new_ep,m,014,Norway
NO,NOR,2011,1,new_ep,m,014,Norway
NO,NOR,2012,3,new_ep,m,014,Norway
AF,AFG,2007,0,new_ep,m,1524,Afghanistan
NO,NOR,2006,12,new_ep,m,1524,Norway
NO,NOR,2007,12,new_ep,m,1524,Norway
NO,NOR,2008,5,new_ep,m,1524,Norway
NO,NOR,2009,11,new_ep,m,1524,Norway
NO,NOR,2010,11,new_ep,m,1524,Norway
NO,NOR,2011,21,new_ep,m,1524,Norway
NO,NOR,2012,10,new_ep,m,1524,Norway
AF,AFG,2007,0,new_ep,m,2534,Afghanistan
NO,NOR,2006,13,new_ep,m,2534,Norway
NO,NOR,2007,11,new_ep,m,2534,Norway
NO,NOR,2008,22,new_ep,m,2534,Norway
NO,NOR,2009,21,new_ep,m,2534,Norway
NO,NOR,2010,27,new_ep,m,2534,Norway
NO,NOR,2011,26,new_ep,m,2534,Norway
NO,NOR,2012,23,new_ep,m,2534,Norway
AF,AFG,2007,0,new_ep,m,3544,Afghanistan
IN,IND,2007,105825,new_ep,m,3544,India
NO,NOR,2006,9,new_ep,m,3544,Norway
NO,NOR,2007,14,new_ep,m,3544,Norway
NO,NOR,2008,5,new_ep,m,3544,Norway
NO,NOR,2009,12,new_ep,m,3544,Norway
NO,NOR,2010,10,new_ep,m,3544,Norway
NO,NOR,2011,7,new_ep,m,3544,Norway
NO,NOR,2012,11,new_ep,m,3544,Norway
AF,AFG,2007,0,new_ep,m,4554,Afghanistan
NO,NOR,2006,4,new_ep,m,4554,Norway
NO,NOR,2007,6,new_ep,m,4554,Norway
NO,NOR,2008,4,new_ep,m,4554,Norway
NO,NOR,2009,1,new_ep,m,4554,Norway
NO,NOR,2010,4,new_ep,m,4554,Norway
NO,NOR,2011,8,new_ep,m,4554,Norway
NO,NOR,2012,3,new_ep,m,4554,Norway
AF,AFG,2007,0,new_ep,m,5564,Afghanistan
NO,NOR,2006,4,new_ep,m,5564,Norway
NO,NOR,2007,0,new_ep,m,5564,Norway
NO,NOR,2008,3,new_ep,m,5564,Norway
NO,NOR,2009,3,new_ep,m,5564,Norway
NO,NOR,2010,4,new_ep,m,5564,Norway
NO,NOR,2011,2,new_ep,m,5564,Norway
NO,NOR,2012,1,new_ep,m,5564,Norway
AF,AFG,2007,0,new_ep,m,65,Afghanistan
NO,NOR,2006,2,new_ep,m,65,Norway
NO,NOR,2007,8,new_ep,m,65,Norway
NO,NOR,2008,6,new_ep,m,65,Norway
NO,NOR,2009,2,new_ep,m,65,Norway
NO,NOR,2010,1,new_ep,m,65,Norway
NO,NOR,2011,3,new_ep,m,65,Norway
NO,NOR,2012,3,new_ep,m,65,Norway
NO,NOR,2006,5,new_ep,f,014,Norway
NO,NOR,2007,7,new_ep,f,014,Norway
NO,NOR,2008,5,new_ep,f,014,Norway
NO,NOR,2009,1,new_ep,f,014,Norway
NO,NOR,2010,5,new_ep,f,014,Norway
NO,NOR,2011,6,new_ep,f,014,Norway
NO,NOR,2012,4,new_ep,f,014,Norway
NO,NOR,2006,13,new_ep,f,1524,Norway
NO,NOR,2007,11,new_ep,f,1524,Norway
NO,NOR,2008,5,new_ep,f,1524,Norway
NO,NOR,2009,16,new_ep,f,1524,Norway
NO,NOR,2010,8,new_ep,f,1524,Norway
NO,NOR,2011,14,new_ep,f,1524,Norway
NO,NOR,2012,14,new_ep,f,1524,Norway
NO,NOR,2006,12,new_ep,f,2534,Norway
NO,NOR,2007,19,new_ep,f,2534,Norway
NO,NOR,2008,23,new_ep,f,2534,Norway
NO,NOR,2009,13,new_ep,f,2534,Norway
NO,NOR,2010,22,new_ep,f,2534,Norway
NO,NOR,2011,26,new_ep,f,2534,Norway
NO,NOR,2012,25,new_ep,f,2534,Norway
IN,IND,2007,101015,new_ep,f,3544,India
NO,NOR,2006,14,new_ep,f,3544,Norway
NO,NOR,2007,10,new_ep,f,3544,Norway
NO,NOR,2008,8,new_ep,f,3544,Norway
NO,NOR,2009,12,new_ep,f,3544,Norway
NO,NOR,2010,12,new_ep,f,3544,Norway
NO,NOR,2011,11,new_ep,f,3544,Norway
NO,NOR,2012,17,new_ep,f,3544,Norway
NO,NOR,2006,5,new_ep,f,4554,Norway
NO,NOR,2007,4,new_ep,f,4554,Norway
NO,NOR,2008,3,new_ep,f,4554,Norway
NO,NOR,2009,4,new_ep,f,4554,Norway
NO,NOR,2010,5,new_ep,f,4554,Norway
NO,NOR,2011,5,new_ep,f,4554,Norway
NO,NOR,2012,6,new_ep,f,4554,Norway
NO,NOR,2006,0,new_ep,f,5564,Norway
NO,NOR,2007,2,new_ep,f,5564,Norway
NO,NOR,2008,2,new_ep,f,5564,Norway
NO,NOR,2009,1,new_ep,f,5564,Norway
NO,NOR,2010,4,new_ep,f,5564,Norway
NO,NOR,2011,4,new_ep,f,5564,Norway
NO,NOR,2012,3,new_ep,f,5564,Norway
NO,NOR,2006,4,new_ep,f,65,Norway
NO,NOR,2007,10,new_ep,f,65,Norway
NO,NOR,2008,10,new_ep,f,65,Norway
NO,NOR,2009,3,new_ep,f,65,Norway
NO,NOR,2010,1,new_ep,f,65,Norway
NO,NOR,2011,3,new_ep,f,65,Norway
NO,NOR,2012,5,new_ep,f,65,Norway
AF,AFG,2013,1705,newrel,m,014,Afghanistan
NO,NOR,2013,7,newrel,m,014,Norway
NO,NOR,2013,54,newrel,m,1524,Norway
NO,NOR,2013,57,newrel,m,2534,Norway
NO,NOR,2013,30,newrel,m,3544,Norway
NO,NOR,2013,13,newrel,m,4554,Norway
NO,NOR,2013,14,newrel,m,5564,Norway
NO,NOR,2013,11,newrel,m,65,Norway
AF,AFG,2013,1749,newrel,f,014,Afghanistan
NO,NOR,2013,10,newrel,f,014,Norway
NO,NOR,2013,46,newrel,f,1524,Norway
NO,NOR,2013,60,newrel,f,2534,Norway
NO,NOR,2013,26,newrel,f,3544,Norway
NO,NOR,2013,10,newrel,f,4554,Norway
NO,NOR,2013,8,newrel,f,5564,Norway
NO,NOR,2013,16,newrel,f,65,Norway
